date,total,conf,male,age0_29,age30_39,age40_49,age50_59,age60_69,age70_79,age80_up,r_asian,r_mult,r_black,r_hisp,hosp,icu,medcond,deaths,onset
2020-01-01,12,8,5,1,3,2,2,2,2,0,1,2,1,0,1,1,2,0,56
2020-01-02,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,11
2020-01-03,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,9
2020-01-05,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-01-08,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
2020-01-09,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
2020-01-10,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
2020-01-11,2,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,10
2020-01-12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,10
2020-01-13,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,12
2020-01-14,19,18,9,1,6,4,3,2,2,1,3,1,0,4,2,0,0,0,9
2020-01-15,8,4,6,2,0,3,3,0,0,0,0,1,0,1,0,0,2,0,43
2020-01-17,5,4,3,2,0,1,0,2,0,0,0,0,1,1,0,0,0,0,11
2020-01-18,3,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,7
2020-01-19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
2020-01-20,7,3,4,4,0,1,0,0,1,1,0,1,1,1,1,1,3,0,29
2020-01-21,9,8,5,5,2,0,1,0,1,0,1,0,0,0,1,1,1,0,12
2020-01-22,5,5,2,2,0,0,0,1,1,1,1,0,0,0,1,0,1,0,8
2020-01-23,4,3,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,10
2020-01-24,5,5,2,2,1,1,0,1,0,0,1,0,1,0,1,0,1,0,12
2020-01-25,4,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14
2020-01-26,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
2020-01-27,6,6,2,0,0,1,3,1,1,0,3,1,0,0,2,0,3,0,21
2020-01-28,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17
2020-01-29,3,3,2,0,1,0,2,0,0,0,1,0,0,0,2,0,2,0,12
2020-01-30,6,5,5,1,1,0,3,1,0,0,0,1,1,0,0,0,2,0,19
2020-01-31,12,12,7,2,1,2,4,3,0,0,1,0,2,0,3,1,0,0,19
2020-02-01,18,15,8,3,2,2,6,5,0,0,0,0,2,1,3,0,2,0,99
2020-02-02,12,9,5,3,1,2,4,2,0,0,2,1,0,0,2,0,1,0,31
2020-02-03,9,6,3,0,1,0,2,5,0,1,1,0,2,1,0,0,4,0,46
2020-02-04,15,13,9,3,1,2,4,3,1,1,0,0,0,1,3,0,3,0,14
2020-02-05,6,3,3,1,1,1,0,1,2,0,1,1,0,0,1,0,1,0,28
2020-02-06,8,5,3,1,0,1,3,1,0,2,1,1,0,0,3,1,1,2,37
2020-02-07,5,4,4,0,1,1,0,1,1,1,0,0,2,0,2,0,2,1,22
2020-02-08,5,3,2,0,0,0,2,1,1,1,0,0,1,0,3,0,4,1,25
2020-02-09,9,8,3,2,2,1,2,2,0,0,0,0,1,0,2,0,0,0,17
2020-02-10,17,14,6,3,0,0,5,5,1,3,1,2,2,1,6,0,4,3,82
2020-02-11,10,8,3,3,1,1,1,4,0,0,0,0,1,0,1,0,1,0,40
2020-02-12,11,7,7,1,2,3,1,4,0,0,2,0,0,1,1,1,7,2,52
2020-02-13,5,5,3,2,0,0,2,1,0,0,0,2,0,1,2,0,1,1,35
2020-02-14,15,13,5,1,3,3,1,4,3,0,1,0,2,1,6,2,4,2,64
2020-02-15,18,16,12,0,5,1,7,0,5,0,3,1,0,1,4,2,2,0,118
2020-02-16,9,7,5,1,2,1,1,2,0,1,0,0,0,0,3,0,3,1,42
2020-02-17,17,15,8,3,3,1,4,5,1,0,1,0,1,2,2,2,3,2,86
2020-02-18,14,14,8,2,2,1,2,3,3,1,0,1,2,0,7,3,3,1,68
2020-02-19,18,15,12,2,0,2,7,5,2,0,1,4,0,0,4,3,2,1,67
2020-02-20,30,29,13,1,6,6,3,5,3,6,1,0,1,4,8,4,7,5,136
2020-02-21,25,23,13,3,2,2,4,9,5,0,4,2,1,2,14,3,5,4,96
2020-02-22,25,22,13,4,4,5,5,4,2,1,1,1,2,0,5,2,4,1,102
2020-02-23,32,30,16,2,4,10,6,6,4,0,3,2,3,0,9,4,7,0,130
2020-02-24,64,57,34,11,7,12,13,12,4,5,7,4,4,4,19,5,11,2,231
2020-02-25,56,54,25,4,6,8,6,11,17,4,4,2,2,0,19,7,12,4,179
2020-02-26,60,58,29,10,7,7,14,8,7,7,5,4,3,3,26,12,8,5,247
2020-02-27,48,43,17,11,6,5,15,6,4,1,3,1,7,2,11,4,12,1,228
2020-02-28,99,96,48,10,10,23,18,23,8,7,12,2,11,4,35,13,25,7,382
2020-02-29,72,69,39,9,9,11,15,17,5,6,7,2,3,5,22,12,15,5,277
2020-03-01,232,218,115,27,27,29,49,63,24,13,21,6,20,14,71,22,48,12,1065
